Year,Marital status of mother,Age class of mother,Sex of child,Birth order,Age class of father,Count
2009,Other,45-49 years,Girl,Third child,Less than 20 years,0
2009,Other,50 years or older,Girl,Third child,Less than 20 years,0
2009,Married,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,20-24 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,25-29 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,30-34 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,35-39 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,40-44 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,45-49 years,Girl,Forth child or more,Less than 20 years,0
2009,Married,50 years or older,Girl,Forth child or more,Less than 20 years,0
2009,Other,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,20-24 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,25-29 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,30-34 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,35-39 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,40-44 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,45-49 years,Girl,Forth child or more,Less than 20 years,0
2009,Other,50 years or older,Girl,Forth child or more,Less than 20 years,0
2009,Married,Less than 20 years,Girl,Mother not married,Less than 20 years,0
2009,Married,20-24 years,Girl,Mother not married,Less than 20 years,0
2009,Married,25-29 years,Girl,Mother not married,Less than 20 years,0
2009,Married,30-34 years,Girl,Mother not married,Less than 20 years,0
2009,Married,35-39 years,Girl,Mother not married,Less than 20 years,0
2009,Married,40-44 years,Girl,Mother not married,Less than 20 years,0
2009,Married,45-49 years,Girl,Mother not married,Less than 20 years,0
2009,Married,50 years or older,Girl,Mother not married,Less than 20 years,0
2009,Other,Less than 20 years,Girl,Mother not married,Less than 20 years,43
2009,Other,20-24 years,Girl,Mother not married,Less than 20 years,12
2009,Other,25-29 years,Girl,Mother not married,Less than 20 years,0
2009,Other,30-34 years,Girl,Mother not married,Less than 20 years,0
2009,Other,35-39 years,Girl,Mother not married,Less than 20 years,0
2009,Other,40-44 years,Girl,Mother not married,Less than 20 years,0
2009,Other,45-49 years,Girl,Mother not married,Less than 20 years,0
2009,Other,50 years or older,Girl,Mother not married,Less than 20 years,0
2010,Married,Less than 20 years,Boy,First child,Less than 20 years,7
2010,Married,20-24 years,Boy,First child,Less than 20 years,1
2010,Married,25-29 years,Boy,First child,Less than 20 years,0
2010,Married,30-34 years,Boy,First child,Less than 20 years,0
2010,Married,35-39 years,Boy,First child,Less than 20 years,0
2010,Married,40-44 years,Boy,First child,Less than 20 years,0
2010,Married,45-49 years,Boy,First child,Less than 20 years,0
2010,Married,50 years or older,Boy,First child,Less than 20 years,0
2010,Other,Less than 20 years,Boy,First child,Less than 20 years,0
2010,Other,20-24 years,Boy,First child,Less than 20 years,0
2010,Other,25-29 years,Boy,First child,Less than 20 years,0
2010,Other,30-34 years,Boy,First child,Less than 20 years,0
2010,Other,35-39 years,Boy,First child,Less than 20 years,0
2010,Other,40-44 years,Boy,First child,Less than 20 years,0
2010,Other,45-49 years,Boy,First child,Less than 20 years,0
2010,Other,50 years or older,Boy,First child,Less than 20 years,0
2010,Married,Less than 20 years,Boy,Second child,Less than 20 years,0
2010,Married,20-24 years,Boy,Second child,Less than 20 years,0
2010,Married,25-29 years,Boy,Second child,Less than 20 years,0
2010,Married,30-34 years,Boy,Second child,Less than 20 years,0
2010,Married,35-39 years,Boy,Second child,Less than 20 years,0
2010,Married,40-44 years,Boy,Second child,Less than 20 years,0
2010,Married,45-49 years,Boy,Second child,Less than 20 years,0
2010,Married,50 years or older,Boy,Second child,Less than 20 years,0
2010,Other,Less than 20 years,Boy,Second child,Less than 20 years,0
2010,Other,20-24 years,Boy,Second child,Less than 20 years,0
2010,Other,25-29 years,Boy,Second child,Less than 20 years,0
2010,Other,30-34 years,Boy,Second child,Less than 20 years,0
2010,Other,35-39 years,Boy,Second child,Less than 20 years,0
2010,Other,40-44 years,Boy,Second child,Less than 20 years,0
2010,Other,45-49 years,Boy,Second child,Less than 20 years,0
2010,Other,50 years or older,Boy,Second child,Less than 20 years,0
2010,Married,Less than 20 years,Boy,Third child,Less than 20 years,0
2010,Married,20-24 years,Boy,Third child,Less than 20 years,0
2010,Married,25-29 years,Boy,Third child,Less than 20 years,0
2010,Married,30-34 years,Boy,Third child,Less than 20 years,0
2010,Married,35-39 years,Boy,Third child,Less than 20 years,0
2010,Married,40-44 years,Boy,Third child,Less than 20 years,0
2010,Married,45-49 years,Boy,Third child,Less than 20 years,0
2010,Married,50 years or older,Boy,Third child,Less than 20 years,0
2010,Other,Less than 20 years,Boy,Third child,Less than 20 years,0
2010,Other,20-24 years,Boy,Third child,Less than 20 years,0
2010,Other,25-29 years,Boy,Third child,Less than 20 years,0
2010,Other,30-34 years,Boy,Third child,Less than 20 years,0
2010,Other,35-39 years,Boy,Third child,Less than 20 years,0
2010,Other,40-44 years,Boy,Third child,Less than 20 years,0
2010,Other,45-49 years,Boy,Third child,Less than 20 years,0
2010,Other,50 years or older,Boy,Third child,Less than 20 years,0
2010,Married,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,20-24 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,25-29 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,30-34 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,35-39 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,40-44 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,45-49 years,Boy,Forth child or more,Less than 20 years,0
2010,Married,50 years or older,Boy,Forth child or more,Less than 20 years,0
2010,Other,Less than 20 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,20-24 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,25-29 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,30-34 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,35-39 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,40-44 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,45-49 years,Boy,Forth child or more,Less than 20 years,0
2010,Other,50 years or older,Boy,Forth child or more,Less than 20 years,0
2010,Married,Less than 20 years,Boy,Mother not married,Less than 20 years,0
2010,Married,20-24 years,Boy,Mother not married,Less than 20 years,0
2010,Married,25-29 years,Boy,Mother not married,Less than 20 years,0
2010,Married,30-34 years,Boy,Mother not married,Less than 20 years,0
2010,Married,35-39 years,Boy,Mother not married,Less than 20 years,0
2010,Married,40-44 years,Boy,Mother not married,Less than 20 years,0
2010,Married,45-49 years,Boy,Mother not married,Less than 20 years,0
2010,Married,50 years or older,Boy,Mother not married,Less than 20 years,0
2010,Other,Less than 20 years,Boy,Mother not married,Less than 20 years,45
2010,Other,20-24 years,Boy,Mother not married,Less than 20 years,17
2010,Other,25-29 years,Boy,Mother not married,Less than 20 years,2
2010,Other,30-34 years,Boy,Mother not married,Less than 20 years,2
2010,Other,35-39 years,Boy,Mother not married,Less than 20 years,0
2010,Other,40-44 years,Boy,Mother not married,Less than 20 years,0
2010,Other,45-49 years,Boy,Mother not married,Less than 20 years,0
2010,Other,50 years or older,Boy,Mother not married,Less than 20 years,0
2010,Married,Less than 20 years,Girl,First child,Less than 20 years,5
2010,Married,20-24 years,Girl,First child,Less than 20 years,5
2010,Married,25-29 years,Girl,First child,Less than 20 years,0
2010,Married,30-34 years,Girl,First child,Less than 20 years,0
2010,Married,35-39 years,Girl,First child,Less than 20 years,0
2010,Married,40-44 years,Girl,First child,Less than 20 years,0
2010,Married,45-49 years,Girl,First child,Less than 20 years,0
2010,Married,50 years or older,Girl,First child,Less than 20 years,0
2010,Other,Less than 20 years,Girl,First child,Less than 20 years,0
2010,Other,20-24 years,Girl,First child,Less than 20 years,0
2010,Other,25-29 years,Girl,First child,Less than 20 years,0
2010,Other,30-34 years,Girl,First child,Less than 20 years,0
2010,Other,35-39 years,Girl,First child,Less than 20 years,0
2010,Other,40-44 years,Girl,First child,Less than 20 years,0
2010,Other,45-49 years,Girl,First child,Less than 20 years,0
2010,Other,50 years or older,Girl,First child,Less than 20 years,0
2010,Married,Less than 20 years,Girl,Second child,Less than 20 years,0
2010,Married,20-24 years,Girl,Second child,Less than 20 years,0
2010,Married,25-29 years,Girl,Second child,Less than 20 years,0
2010,Married,30-34 years,Girl,Second child,Less than 20 years,0
2010,Married,35-39 years,Girl,Second child,Less than 20 years,0
2010,Married,40-44 years,Girl,Second child,Less than 20 years,0
2010,Married,45-49 years,Girl,Second child,Less than 20 years,0
2010,Married,50 years or older,Girl,Second child,Less than 20 years,0
2010,Other,Less than 20 years,Girl,Second child,Less than 20 years,0
2010,Other,20-24 years,Girl,Second child,Less than 20 years,0
2010,Other,25-29 years,Girl,Second child,Less than 20 years,0
2010,Other,30-34 years,Girl,Second child,Less than 20 years,0
2010,Other,35-39 years,Girl,Second child,Less than 20 years,0
2010,Other,40-44 years,Girl,Second child,Less than 20 years,0
2010,Other,45-49 years,Girl,Second child,Less than 20 years,0
2010,Other,50 years or older,Girl,Second child,Less than 20 years,0
2010,Married,Less than 20 years,Girl,Third child,Less than 20 years,0
2010,Married,20-24 years,Girl,Third child,Less than 20 years,0
2010,Married,25-29 years,Girl,Third child,Less than 20 years,0
2010,Married,30-34 years,Girl,Third child,Less than 20 years,0
2010,Married,35-39 years,Girl,Third child,Less than 20 years,0
2010,Married,40-44 years,Girl,Third child,Less than 20 years,0
2010,Married,45-49 years,Girl,Third child,Less than 20 years,0
2010,Married,50 years or older,Girl,Third child,Less than 20 years,0
2010,Other,Less than 20 years,Girl,Third child,Less than 20 years,0
2010,Other,20-24 years,Girl,Third child,Less than 20 years,0
2010,Other,25-29 years,Girl,Third child,Less than 20 years,0
2010,Other,30-34 years,Girl,Third child,Less than 20 years,0
2010,Other,35-39 years,Girl,Third child,Less than 20 years,0
2010,Other,40-44 years,Girl,Third child,Less than 20 years,0
2010,Other,45-49 years,Girl,Third child,Less than 20 years,0
2010,Other,50 years or older,Girl,Third child,Less than 20 years,0
2010,Married,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,20-24 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,25-29 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,30-34 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,35-39 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,40-44 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,45-49 years,Girl,Forth child or more,Less than 20 years,0
2010,Married,50 years or older,Girl,Forth child or more,Less than 20 years,0
2010,Other,Less than 20 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,20-24 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,25-29 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,30-34 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,35-39 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,40-44 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,45-49 years,Girl,Forth child or more,Less than 20 years,0
2010,Other,50 years or older,Girl,Forth child or more,Less than 20 years,0
2010,Married,Less than 20 years,Girl,Mother not married,Less than 20 years,0
2010,Married,20-24 years,Girl,Mother not married,Less than 20 years,0
2010,Married,25-29 years,Girl,Mother not married,Less than 20 years,0
2010,Married,30-34 years,Girl,Mother not married,Less than 20 years,0
2010,Married,35-39 years,Girl,Mother not married,Less than 20 years,0
2010,Married,40-44 years,Girl,Mother not married,Less than 20 years,0
2010,Married,45-49 years,Girl,Mother not married,Less than 20 years,0
2010,Married,50 years or older,Girl,Mother not married,Less than 20 years,0
2010,Other,Less than 20 years,Girl,Mother not married,Less than 20 years,56
2010,Other,20-24 years,Girl,Mother not married,Less than 20 years,16
2010,Other,25-29 years,Girl,Mother not married,Less than 20 years,1
2010,Other,30-34 years,Girl,Mother not married,Less than 20 years,0
2010,Other,35-39 years,Girl,Mother not married,Less than 20 years,0
2010,Other,40-44 years,Girl,Mother not married,Less than 20 years,0
2010,Other,45-49 years,Girl,Mother not married,Less than 20 years,0
2010,Other,50 years or older,Girl,Mother not married,Less than 20 years,0
2011,Married,Less than 20 years,Boy,First child,Less than 20 years,6
2011,Married,20-24 years,Boy,First child,Less than 20 years,6
2011,Married,25-29 years,Boy,First child,Less than 20 years,0
2011,Married,30-34 years,Boy,First child,Less than 20 years,0
2011,Married,35-39 years,Boy,First child,Less than 20 years,0
2011,Married,40-44 years,Boy,First child,Less than 20 years,0
2011,Married,45-49 years,Boy,First child,Less than 20 years,0
2011,Married,50 years or older,Boy,First child,Less than 20 years,0
2011,Other,Less than 20 years,Boy,First child,Less than 20 years,0
2011,Other,20-24 years,Boy,First child,Less than 20 years,0
2011,Other,25-29 years,Boy,First child,Less than 20 years,0
2011,Other,30-34 years,Boy,First child,Less than 20 years,0
2011,Other,35-39 years,Boy,First child,Less than 20 years,0
2011,Other,40-44 years,Boy,First child,Less than 20 years,0
2011,Other,45-49 years,Boy,First child,Less than 20 years,0
2011,Other,50 years or older,Boy,First child,Less than 20 years,0
2011,Married,Less than 20 years,Boy,Second child,Less than 20 years,0
2011,Married,20-24 years,Boy,Second child,Less than 20 years,1
2011,Married,25-29 years,Boy,Second child,Less than 20 years,0
2011,Married,30-34 years,Boy,Second child,Less than 20 years,0
2011,Married,35-39 years,Boy,Second child,Less than 20 years,0
2011,Married,40-44 years,Boy,Second child,Less than 20 years,0
2011,Married,45-49 years,Boy,Second child,Less than 20 years,0
2011,Married,50 years or older,Boy,Second child,Less than 20 years,0
2011,Other,Less than 20 years,Boy,Second child,Less than 20 years,0
2011,Other,20-24 years,Boy,Second child,Less than 20 years,0
2011,Other,25-29 years,Boy,Second child,Less than 20 years,0
2011,Other,30-34 years,Boy,Second child,Less than 20 years,0
2011,Other,35-39 years,Boy,Second child,Less than 20 years,0
2011,Other,40-44 years,Boy,Second child,Less than 20 years,0
2011,Other,45-49 years,Boy,Second child,Less than 20 years,0
2011,Other,50 years or older,Boy,Second child,Less than 20 years,0
2011,Married,Less than 20 years,Boy,Third child,Less than 20 years,0
2011,Married,20-24 years,Boy,Third child,Less than 20 years,0
2011,Married,25-29 years,Boy,Third child,Less than 20 years,0
